DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Rmag|ErrorRmag|Counts|ErrorCounts|InstMag_FU_Ori|ErrorInstMag_FU_Ori|InstMag_A|InstMag_B|InstMag_C|InstMag_D|InstMag_E
2020-10-06|18:54:18|FU_Ori-20201006@185413-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.7979|1034.4716|V_Astrodon_2018|2459129.28771|10.0|12.3346|0.0605|463630.0491|5414.3114|-14.1654|0.0556|-10.4276|-10.8362|-9.8450|-10.4983|-11.0157
2020-10-06|18:54:47|FU_Ori-20201006@185443-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.8562|1034.8754|R_Astrodon_2018|2459129.28804|10.0|11.9832|0.0403|1039783.9212|9514.9127|-15.0424|0.0359|-11.4345|-12.7511|-10.6690|-11.8898|-12.2003
2020-10-07|18:53:45|FU_Ori-20201007@185330-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.9823|1022.791|B_Astrodon_2018|2459130.28733|30.0|10.2761|0.2382|304544.5388|2369.6354|-13.7091|0.1480|-9.8696|-9.1751|-9.8465|-9.5492|-10.2692
2020-10-07|18:54:35|FU_Ori-20201007@185430-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.0248|1023.4632|V_Astrodon_2018|2459130.28791|10.0|12.3462|0.1064|477011.1806|4373.8544|-14.1963|0.0782|-10.3926|-10.9368|-10.0399|-10.4385|-11.0273
2020-10-07|18:55:04|FU_Ori-20201007@185500-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.5189|1023.905|R_Astrodon_2018|2459130.28824|5.0|11.7967|0.0782|588219.9420|6460.1774|-14.4238|0.0740|-10.8926|-12.0364|-9.9980|-11.2333|-11.5358
2020-10-07|18:55:37|FU_Ori-20201007@185525-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.6635|1023.4938|B_Astrodon_2018|2459130.28862|30.0|10.5768|0.1824|305740.2451|2471.1907|-13.7134|0.1509|-10.0399|-9.1940|-10.0894|-9.2943|-10.1945
2020-10-07|18:56:27|FU_Ori-20201007@185621-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.6144|1024.0917|V_Astrodon_2018|2459130.28920|10.0|12.4907|0.1088|475426.3007|4574.9487|-14.1927|0.0800|-10.4714|-11.0078|-9.9460|-10.4660|-10.9617
2020-10-07|18:56:56|FU_Ori-20201007@185651-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.2704|1024.2831|R_Astrodon_2018|2459130.28954|5.0|11.8000|0.0834|578169.4219|6334.9815|-14.4051|0.0776|-10.8252|-11.9872|-9.9352|-11.1803|-11.5280
2020-10-08|18:39:55|FU_Ori-20201008@183941-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.3314|1021.4232|B_Astrodon_2018|2459131.27772|30.0|10.3666|0.1041|289639.5731|2861.4454|-13.6546|0.0950|-9.8743|-9.2116|-9.9553|-9.2963|-10.2245
2020-10-08|18:40:46|FU_Ori-20201008@184041-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.979|1022.3351|V_Astrodon_2018|2459131.27831|10.0|12.1823|0.0612|460902.1253|5713.3806|-14.1590|0.0519|-10.4064|-10.8501|-9.9245|-10.4778|-10.9845
2020-10-08|18:41:15|FU_Ori-20201008@184111-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.456|1022.3958|R_Astrodon_2018|2459131.27865|5.0|11.8832|0.0571|551033.8680|9184.5709|-14.3529|0.0553|-10.6767|-11.9603|-9.9058|-11.1361|-11.4251
2020-10-08|18:41:48|FU_Ori-20201008@184136-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.9229|1022.4613|B_Astrodon_2018|2459131.27903|30.0|10.4984|0.1125|291859.7925|3119.5007|-13.6629|0.0948|-9.8655|-9.2047|-9.9692|-9.3428|-10.2635
2020-10-08|18:42:38|FU_Ori-20201008@184233-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.1364|1023.2378|V_Astrodon_2018|2459131.27961|10.0|12.1936|0.0554|461575.9222|5358.3543|-14.1606|0.0507|-10.4176|-10.8159|-9.9296|-10.4920|-11.0214
2020-10-08|18:43:08|FU_Ori-20201008@184304-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.1535|1023.2844|R_Astrodon_2018|2459131.27995|5.0|11.8769|0.0557|554495.5500|9041.0333|-14.3597|0.0550|-10.6874|-11.9627|-9.8915|-11.1329|-11.4070
2020-10-08|18:51:03|FU_Ori-20201008@185053-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1034.761|1024.794|B_319144|2459131.28545|10.0|9.6382|0.1484|594515.1995|8527.7658|-14.4354|0.0831|-10.5679|-10.2317|-10.7028|-10.2497|-11.0479
2020-10-08|18:51:38|FU_Ori-20201008@185128-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1035.3434|1025.6963|V_319142|2459131.28586|5.0|12.1505|0.0558|1104096.0261|16524.0820|-15.1075|0.0531|-11.4185|-11.7565|-10.9204|-11.4659|-12.0087
2020-10-08|18:55:13|FU_Ori-20201008@185504-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1025.2723|1022.9862|B_319144|2459131.28834|10.0|8.7515|0.1532|600548.3987|8976.7389|-14.4464|0.0820|-10.5926|-10.3341|-10.6814|-10.2373|-10.9992
2020-10-08|18:55:49|FU_Ori-20201008@185540-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1026.1405|1024.8553|V_319142|2459131.28876|3.0|12.1602|0.0882|674791.9570|16911.3658|-14.5729|0.0861|-10.8516|-11.2415|-10.3506|-10.9129|-11.4339
2020-10-08|18:56:18|FU_Ori-20201008@185609-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1026.8468|1024.5743|R_10349|2459131.28910|1.0|11.5583|0.1419|505675.1516|22223.5590|-14.2597|0.1372|-10.5133|-11.6604|-9.8510|-10.9412|-11.2783
2020-10-08|18:56:40|FU_Ori-20201008@185636-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1027.2743|1021.9735|B_319144|2459131.28935|10.0|9.6256|0.1664|597548.9623|8359.7438|-14.4409|0.0858|-10.6347|-10.3046|-10.6523|-10.0705|-11.0083
2020-10-08|18:57:15|FU_Ori-20201008@185706-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1025.9599|1024.5661|V_319142|2459131.28976|3.0|12.3214|0.0880|670270.9020|16122.7382|-14.5656|0.0842|-10.8526|-11.2663|-10.3069|-10.9408|-11.4473
2020-10-08|18:57:44|FU_Ori-20201008@185734-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1028.6686|1023.3359|R_10349|2459131.29009|1.0|11.7230|0.1337|512937.4015|20548.9647|-14.2752|0.1311|-10.5679|-11.7817|-9.8168|-10.9058|-11.2701
2020-10-08|18:58:05|FU_Ori-20201008@185802-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1028.2269|1024.4211|B_319144|2459131.29034|10.0|8.2067|0.1281|602749.5396|8442.5536|-14.4503|0.0828|-10.6247|-10.3201|-10.6845|-10.1894|-10.9363
2020-10-08|18:58:40|FU_Ori-20201008@185830-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1027.2045|1023.9681|V_319142|2459131.29074|3.0|11.9963|0.0933|675605.4023|18436.4615|-14.5742|0.0892|-10.8680|-11.1924|-10.4238|-10.9207|-11.4592
2020-10-08|18:59:08|FU_Ori-20201008@185859-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1028.6032|1023.8884|R_10349|2459131.29106|1.0|11.7663|0.1808|510299.4903|28692.0842|-14.2696|0.1738|-10.5846|-11.6724|-9.5946|-10.9336|-11.2831
2020-10-09|18:26:05|FU_Ori-20201009@182552-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.5174|1022.1769|B_Astrodon_2018|2459132.26811|30.0|10.5793|0.0894|301989.8869|4585.2875|-13.7000|0.0840|-9.9216|-9.2307|-10.0255|-9.2915|-10.2729
2020-10-09|18:26:56|FU_Ori-20201009@182651-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.8214|1023.3552|V_Astrodon_2018|2459132.26870|10.0|12.1276|0.0837|475733.5462|12688.0953|-14.1934|0.0795|-10.4744|-10.8860|-10.0155|-10.5203|-11.0707
2020-10-09|18:27:25|FU_Ori-20201009@182721-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.993|1023.4127|R_Astrodon_2018|2459132.26904|5.0|11.8725|0.0845|598066.1847|17903.7170|-14.4419|0.0844|-10.7659|-12.0168|-9.9071|-11.1805|-11.4524
2020-10-09|18:27:59|FU_Ori-20201009@182747-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.5518|1023.5679|B_Astrodon_2018|2459132.26943|30.0|10.2195|0.0863|303214.7184|4192.4052|-13.7044|0.0797|-9.8594|-9.3440|-9.9991|-9.2995|-10.2644
2020-10-09|18:28:49|FU_Ori-20201009@182844-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.1321|1024.1632|V_Astrodon_2018|2459132.27001|10.0|11.9679|0.0846|485946.4729|12386.3860|-14.2165|0.0746|-10.4561|-10.8794|-10.0454|-10.5811|-11.0484
2020-10-09|18:29:19|FU_Ori-20201009@182915-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.3662|1024.3562|R_Astrodon_2018|2459132.27036|5.0|11.9018|0.0846|603026.4113|18315.9134|-14.4508|0.0843|-10.7406|-12.0308|-9.9072|-11.1704|-11.4807
2020-10-10|20:27:50|FU_Ori-20201010@202740-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1132.5093|1064.3609|B_319144|2459133.35266|10.0|9.3963|0.1706|659804.0230|22144.8421|-14.5485|0.1165|-10.6932|-10.3175|-10.7503|-10.3348|-11.1437
2020-10-10|20:28:25|FU_Ori-20201010@202816-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1132.7129|1065.2655|V_319142|2459133.35307|3.0|12.3038|0.1757|739026.1875|46159.4663|-14.6716|0.1751|-10.9218|-11.3187|-10.3748|-10.9266|-11.5183
2020-10-10|20:28:54|FU_Ori-20201010@202845-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1134.0902|1064.4628|R_10349|2459133.35340|1.0|11.7083|0.2590|558813.2173|50450.7112|-14.3682|0.2560|-10.6602|-11.7591|-9.7652|-11.0164|-11.3786
2020-10-10|20:29:15|FU_Ori-20201010@202912-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1134.358|1064.2275|B_319144|2459133.35365|10.0|9.1705|0.1514|662239.0041|22612.1709|-14.5525|0.1206|-10.6823|-10.3283|-10.7792|-10.2651|-11.0977
2020-10-10|20:29:51|FU_Ori-20201010@202942-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1133.0502|1064.1742|V_319142|2459133.35406|3.0|12.1214|0.1651|736381.1852|42115.1842|-14.6678|0.1614|-10.8951|-11.3236|-10.4561|-11.0084|-11.5170
2020-10-10|20:30:19|FU_Ori-20201010@203010-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1133.0588|1065.8437|R_10349|2459133.35439|1.0|11.6303|0.2775|558191.9264|56329.0726|-14.3670|0.2751|-10.6760|-11.7620|-9.8556|-11.0047|-11.3880
2020-10-10|20:30:39|FU_Ori-20201010@203036-B_319144_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1133.7305|1063.1165|B_319144|2459133.35462|10.0|9.2329|0.1972|661928.4339|21450.6785|-14.5520|0.1148|-10.6313|-10.3754|-10.7244|-10.3217|-11.1281
2020-10-10|20:31:15|FU_Ori-20201010@203105-V_319142_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1133.5738|1064.0199|V_319142|2459133.35503|3.0|12.2215|0.1604|738995.6938|41344.9651|-14.6716|0.1596|-10.9318|-11.3221|-10.4126|-10.9444|-11.5224
2020-10-10|20:31:43|FU_Ori-20201010@203133-R_10349_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1134.761|1063.4834|R_10349|2459133.35536|1.0|11.6688|0.2976|554977.8246|62238.6260|-14.3607|0.2945|-10.6910|-11.7429|-9.7705|-11.0064|-11.3588
2020-10-10|20:35:37|FU_Ori-20201010@203524-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.9221|1021.9402|B_Astrodon_2018|2459133.35807|30.0|10.5481|0.1075|313287.4897|6220.1781|-13.7399|0.0908|-9.7804|-9.2284|-10.0713|-9.2862|-10.2418
2020-10-10|20:36:28|FU_Ori-20201010@203623-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.3106|1022.0305|V_Astrodon_2018|2459133.35866|10.0|12.2191|0.0843|491967.9416|12968.5772|-14.2298|0.0808|-10.4387|-10.8582|-9.9532|-10.5093|-11.0664
2020-10-10|20:36:57|FU_Ori-20201010@203653-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.443|1022.162|R_Astrodon_2018|2459133.35899|5.0|11.7662|0.1040|619560.6816|22509.4245|-14.4802|0.1001|-10.7229|-12.0334|-10.0353|-11.1778|-11.4734
2020-10-10|20:37:30|FU_Ori-20201010@203719-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1025.2253|1021.493|B_Astrodon_2018|2459133.35938|30.0|10.4756|0.1052|311420.6137|6036.8894|-13.7334|0.0870|-9.8123|-9.2408|-10.0774|-9.3392|-10.2634
2020-10-10|20:38:20|FU_Ori-20201010@203815-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1025.0222|1021.7071|V_Astrodon_2018|2459133.35995|10.0|12.1941|0.0857|490794.1935|13313.5967|-14.2272|0.0815|-10.4652|-10.8797|-9.9778|-10.5583|-11.0751
2020-10-10|20:38:49|FU_Ori-20201010@203845-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1026.0802|1021.8973|R_Astrodon_2018|2459133.36029|5.0|11.8641|0.0964|620789.9965|21548.8118|-14.4824|0.0954|-10.7225|-12.0334|-9.9382|-11.1831|-11.4837
2020-10-11|19:28:55|FU_Ori-20201011@192841-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.9181|1025.8256|B_Astrodon_2018|2459134.31175|30.0|9.9827|0.1161|309838.1269|8315.4616|-13.7278|0.1030|-9.7965|-9.2462|-9.9989|-9.3494|-10.2131
2020-10-11|19:29:45|FU_Ori-20201011@192940-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.2371|1026.3712|V_Astrodon_2018|2459134.31233|10.0|12.2022|0.1013|483920.7725|15839.3606|-14.2119|0.0976|-10.4620|-10.8843|-9.9303|-10.4754|-11.0131
2020-10-11|19:30:14|FU_Ori-20201011@193010-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.8794|1026.3016|R_Astrodon_2018|2459134.31266|5.0|11.8188|0.1120|607555.3060|24291.6201|-14.4590|0.1104|-10.7099|-12.0085|-9.9421|-11.1164|-11.4459
2020-10-11|19:30:47|FU_Ori-20201011@193035-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.0014|1026.8222|B_Astrodon_2018|2459134.31304|30.0|10.4449|0.1013|307057.2859|7519.6668|-13.7180|0.0972|-9.8481|-9.3073|-10.0355|-9.2491|-10.2627
2020-10-11|19:31:37|FU_Ori-20201011@193132-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.9942|1027.9431|V_Astrodon_2018|2459134.31362|10.0|12.3016|0.1006|481228.1158|15274.7407|-14.2059|0.0953|-10.4207|-10.8782|-9.8935|-10.5005|-11.0127
2020-10-11|19:32:06|FU_Ori-20201011@193202-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.1766|1028.1028|R_Astrodon_2018|2459134.31396|5.0|11.9000|0.1219|596486.5198|25921.9485|-14.4390|0.1216|-10.6814|-11.9954|-9.8562|-11.1464|-11.4315
2020-10-12|18:47:15|FU_Ori-20201012@184701-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.9883|1022.6488|B_Astrodon_2018|2459135.28281|30.0|10.4964|0.1176|315943.5704|9226.3239|-13.7490|0.1074|-9.8554|-9.2789|-10.1196|-9.3316|-10.2722
2020-10-12|18:48:06|FU_Ori-20201012@184801-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.1033|1023.5268|V_Astrodon_2018|2459135.28340|10.0|12.3096|0.1067|502224.1996|17229.1308|-14.2522|0.1023|-10.4863|-10.9254|-9.9497|-10.5797|-11.0794
2020-10-12|18:48:35|FU_Ori-20201012@184831-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.6357|1023.4743|R_Astrodon_2018|2459135.28374|5.0|11.8339|0.1154|624903.6956|25863.3904|-14.4895|0.1146|-10.7384|-12.0428|-9.9623|-11.1874|-11.4633
2020-10-12|18:49:08|FU_Ori-20201012@184856-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.9641|1023.7781|B_Astrodon_2018|2459135.28412|30.0|10.4959|0.1294|316698.5881|10141.2630|-13.7516|0.1183|-9.8520|-9.3185|-10.0624|-9.1932|-10.2400
2020-10-12|18:49:58|FU_Ori-20201012@184953-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.9468|1024.956|V_Astrodon_2018|2459135.28470|10.0|12.4096|0.1002|500943.0118|15480.7740|-14.2495|0.0936|-10.4692|-10.9532|-9.9365|-10.5662|-11.0854
2020-10-12|18:50:27|FU_Ori-20201012@185023-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.5827|1024.0656|R_Astrodon_2018|2459135.28503|5.0|11.8980|0.1081|621786.4049|23472.2850|-14.4841|0.1071|-10.7300|-12.0557|-9.9397|-11.2083|-11.4978
2020-10-14|18:04:11|FU_Ori-20201014@180357-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.073|1022.8697|B_Astrodon_2018|2459137.25291|30.0|10.4826|0.1559|302410.5129|14878.4026|-13.7015|0.1524|-9.8387|-9.3015|-10.0682|-9.2721|-10.2633
2020-10-14|18:05:03|FU_Ori-20201014@180458-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.0612|1023.6852|V_Astrodon_2018|2459137.25351|10.0|12.2305|0.1477|484048.0520|24555.9303|-14.2122|0.1422|-10.4756|-10.9503|-10.0275|-10.5419|-11.0801
2020-10-14|18:05:33|FU_Ori-20201014@180529-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.8339|1023.9378|R_Astrodon_2018|2459137.25385|5.0|11.9074|0.1442|607629.8307|33047.3645|-14.4591|0.1439|-10.7740|-12.0677|-9.9323|-11.1797|-11.4830
2020-10-14|18:06:07|FU_Ori-20201014@180556-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.2591|1023.9532|B_Astrodon_2018|2459137.25425|30.0|10.4486|0.1509|300441.3665|13752.7393|-13.6944|0.1418|-9.8437|-9.2875|-10.1001|-9.3590|-10.2837
2020-10-14|18:06:58|FU_Ori-20201014@180653-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.402|1024.2134|V_Astrodon_2018|2459137.25484|10.0|12.3237|0.1456|489246.1199|25130.3756|-14.2238|0.1423|-10.4686|-10.9324|-9.9630|-10.5216|-11.0770
2020-10-14|18:07:27|FU_Ori-20201014@180723-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.8128|1024.1973|R_Astrodon_2018|2459137.25517|5.0|11.9163|0.1293|598435.9467|28143.9537|-14.4425|0.1290|-10.7300|-12.0432|-9.9001|-11.1573|-11.4617
2020-10-15|19:32:27|FU_Ori-20201015@193213-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.1486|1022.3501|B_Astrodon_2018|2459138.31420|30.0|10.3798|0.1725|316207.9994|16887.5855|-13.7499|0.1639|-9.8493|-9.3807|-10.1005|-9.3335|-10.3232
2020-10-15|19:33:18|FU_Ori-20201015@193312-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.9508|1023.6346|V_Astrodon_2018|2459138.31479|10.0|12.2813|0.1124|498788.7832|18353.3448|-14.2448|0.1076|-10.5188|-10.9745|-10.0148|-10.5784|-11.1018
2020-10-15|19:33:47|FU_Ori-20201015@193343-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.1827|1024.4577|R_Astrodon_2018|2459138.31513|5.0|11.9087|0.1474|614677.1010|33797.2013|-14.4716|0.1471|-10.7549|-12.0734|-9.9377|-11.2142|-11.4752
2020-10-15|19:34:20|FU_Ori-20201015@193408-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.068|1024.184|B_Astrodon_2018|2459138.31551|30.0|10.4208|0.1475|315517.9264|14130.2252|-13.7476|0.1445|-9.8818|-9.3218|-10.1069|-9.3342|-10.2956
2020-10-15|19:35:10|FU_Ori-20201015@193504-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.6402|1024.764|V_Astrodon_2018|2459138.31609|10.0|12.2660|0.1204|501917.3056|19943.4840|-14.2516|0.1150|-10.5158|-10.9790|-10.0155|-10.5683|-11.0907
